ID_UEV,TYPE,NOM,ARRONDISSE,ADRESSE,PROPRIETE,GESTION,POINT_X,POINT_Y,EQUIPEME,LONG,LAT
1028133,Pataugeoire,Parc Sir Wilfrid-Laurier,Le Plateau-Mont-Royal,"5 200, Rue De Brébeuf",Municipale,Municipale,"297940,1453",5043583508,,-73.58783,45.53213
2010590,Pataugeoire,Parc Cité-Jardin,Rosemont–La Petite-Patrie,"5 220, Boulevard Rosemont",Municipale,Municipale,"299962,0804",5047932727,,-73.561985,45.57128
3074458,Pataugeoire,Parc Jean-Brillant,Côte-des-Neiges–Notre-Dame-de-Grâce,"5 252, Avenue Decelles",Municipale,Municipale,"295437,9104","5039676,14",,-73.619801,45.496944
3074458,Jeu d'eau,Parc Jean-Brillant,Côte-des-Neiges–Notre-Dame-de-Grâce,"5 252, Avenue Decelles",Municipale,Municipale,"295437,9104","5039676,14",,-73.619801,45.496944
3065293,Piscine intérieure,Centre communautaire Notre-Dame-de-Grâce,Côte-des-Neiges–Notre-Dame-de-Grâce,"5 311, Chemin de la Côte-Saint-Antoine",Municipale,Municipale,"295898,1254",5037368988,Piscine récréative,-73.613861,45.476181
3033630,Pataugeoire,Parc McDonald,Côte-des-Neiges–Notre-Dame-de-Grâce,"5 355, Avenue Clanranald",Municipale,Municipale,"294163,3637",5038216469,,-73.636071,45.483788
5007586,Piscine intérieure,Complexe sportif Gadbois,Le Sud-Ouest,"5 485, Chemin De la Côte-Saint-Paul",Municipale,Municipale,"297313,4215",5036328297,Piscine compétitive,-73.595746,45.46684
2164916,Piscine extérieure,Parc Chénier,Anjou,"5 555, Avenue de l’Aréna",Municipale,Privé,301422701,5051453457,,-73.543303,45.602972
2164916,Pataugeoire,Parc Chénier,Anjou,"5 555, Avenue de l’Aréna",Municipale,Privé,301422701,5051453457,,-73.543303,45.602972
2067929,Pataugeoire,Léon-Provencher,Rosemont–La Petite-Patrie,"5 555, Boulevard Pie-IX",Municipale,Municipale,"299808,6205",5046893887,,-73.563947,45.56193
2055025,Pataugeoire,Parc Pierre-Bédard,Mercier–Hochelaga-Maisonneuve,"5 855, Rue Turenne",Municipale,Municipale,"300513,0846",5048665368,,-73.554932,45.57788
1129831,Piscine extérieure,Parc Ignace-Bourget,Le Sud-Ouest,"5 925, Avenue De Montmagny",Municipale,Municipale,"296402,7493",5035017941,,-73.607374,45.455032
0,Piscine extérieure,Piscine Roxboro,Pierrefonds-Roxborro,51 ave Georges-Vanier,,,"280585,3356",5041060784,,-73.809902,45.50904
4049099,Piscine extérieure,Parc Lacharité,LaSalle,"55, Avenue Latour",Municipale,Privé,"295203,7654",5030924055,,-73.622624,45.418186
1053978,Piscine extérieure,Parc de la Fontaine,Verdun,"550, Place de la Fontaine",Municipale,Municipale,"301305,8553",5035965042,,-73.544693,45.463605
1053978,Pataugeoire,Parc de la Fontaine,Verdun,"550, Place de la Fontaine",Municipale,Municipale,"301305,8553",5035965042,,-73.544693,45.463605
1048440,Pataugeoire,Parc Vinet,Le Sud-Ouest,"550, Rue Vinet",Municipale,Municipale,"298878,1523",5038234701,,-73.575756,45.484006
4045983,Piscine extérieure,Parc Raymond,LaSalle,"555, Boulevard Bishop-Power",Municipale,Privé,296731981,5032023632,,-73.603119,45.428095
2095006,Piscine extérieure,Parc Ferland,Saint-Léonard,"6 020, Boulevard Lavoisier",Municipale,Privé,"297176,1447",5050736338,,-73.597723,45.596487
2095006,Jeu d'eau,Parc Ferland,Saint-Léonard,"6 020, Boulevard Lavoisier",Municipale,Privé,"297176,1447",5050736338,,-73.597723,45.596487
2020249,Pataugeoire,Parc De L’Ukraine,Rosemont–La Petite-Patrie,"6 041, 12e Avenue",Municipale,Municipale,"298363,3005",5046145185,,-73.582448,45.555187
2091811,Jeu d'eau,Parc Delorme,Saint-Léonard,"6 060, Rue de Honfleur",Municipale,Privé,"297848,3497",5050148451,,-73.589101,45.591203
5088615,Piscine intérieure,Bain Émard,Le Sud-Ouest,"6 071, Rue Laurendeau",Municipale,Municipale,"297803,5283","5035323,57",Piscine récréative,-73.589466,45.457801
2054519,Piscine intérieure,Édouard-Montpetit,Mercier–Hochelaga-Maisonneuve,"6 100, Avenue Pierre-de-Coubertin",Municipale,Municipale,"301882,2974",5048409183,Piscine compétitive,-73.537388,45.575583
2080581,Pataugeoire,Parc Henri-Bourassa,Montréal-Nord,"6 100, Rue Pascal",Municipale,Municipale,"295254,9627",5052882425,,-73.6224,45.615773
3069278,Piscine intérieure,Centre Rosemont,Rosemont–La Petite-Patrie,"6 101, 8e Avenue",Municipale,Municipale,"297313,3307",5044453022,Piscine récréative,-73.59587,45.539952
2055167,Pataugeoire,Parc Jean-Amyot,Mercier–Hochelaga-Maisonneuve,"6 110, Rue de Marseille",Municipale,Municipale,"301704,6533",5048454028,,-73.539669,45.575987
2036764,Pataugeoire,Parc Bocage,Anjou,"6 200, Avenue du Bocage",Municipale,Privé,"300755,4698",5050299696,,-73.551844,45.592584
2036764,Jeu d'eau,Parc Bocage,Anjou,"6 200, Avenue du Bocage",Municipale,Privé,"300755,4698",5050299696,,-73.551844,45.592584
2011678,Pataugeoire,Parc Joseph-Paré,Rosemont–La Petite-Patrie,"6 225, Rue 41e",Municipale,Municipale,"299223,6249",5048331366,,-73.571457,45.574865
2011597,Pataugeoire,De la Louisiane,Rosemont–La Petite-Patrie,"6 244, 35e Avenue",Municipale,Municipale,"299154,4545",5047604196,,-73.572333,45.568323
3006474,Piscine extérieure,Parc de Kent,Côte-des-Neiges–Notre-Dame-de-Grâce,"6 262, Chemin Hudson",Municipale,Municipale,"294480,4208",5040457946,,-73.632063,45.503958
3066686,Piscine extérieure,Parc de la Confédération,Côte-des-Neiges–Notre-Dame-de-Grâce,"6 265, Avenue Biermans",Municipale,Municipale,"293982,2718",5036902453,,-73.638357,45.471961
3065833,Piscine intérieure,Centre sportif de Notre-Dame-de-Grâce,Côte-des-Neiges–Notre-Dame-de-Grâce,"6 445, Avenue Monkland",Municipale,Privé,"294423,0373",5036292024,Piscine compétitive,-73.632704,45.466479
2081039,Pataugeoire,Parc Tardif,Montréal-Nord,"6 455, Rue Tardif",Municipale,Municipale,"295685,9704",5053165013,,-73.616879,45.618325
5073228,Piscine extérieure,Natatorium de Verdun,Verdun,"6 500, Boulevard LaSalle",Municipale,Municipale,"298938,9342","5033764,13",,-73.574935,45.443783
5073228,Pataugeoire,Natatorium de Verdun,Verdun,"6 500, Boulevard LaSalle",Municipale,Municipale,"299428,7771",5034263288,,-73.568677,45.448277
5073228,Jeu d'eau,Natatorium Verdun,Verdun,"6 500, Boulevard LaSalle",Municipale,Municipale,"299428,7771",5034263288,,-73.568677,45.448277
2011678,Piscine extérieure,Parc Joseph-Paré,Rosemont–La Petite-Patrie,"6 525, Rue 41e",Municipale,Municipale,"299223,6249",5048331366,,-73.571457,45.574865
2011915,Pataugeoire,Parc Beaubien,Rosemont–La Petite-Patrie,"6 633, 6e Avenue",Municipale,Municipale,"297777,7771",5045968228,,-73.589951,45.553589
3080482,Pataugeoire,Parc De Gaspé,Rosemont–La Petite-Patrie,"6 655, Avenue De Gaspé",Municipale,Municipale,"296282,86","5043707,21",,-73.609059,45.533227
3033394,Pataugeoire,Parc Rosemary-Brown,Côte-des-Neiges–Notre-Dame-de-Grâce,"6 665, Avenue McLynn",Municipale,Municipale,"293228,1198",5038899095,,-73.648047,45.489919
2055878,Pataugeoire,Parc Saint-Donat,Mercier–Hochelaga-Maisonneuve,"6 800, Rue de Marseille",Municipale,Municipale,"301978,4233",5049185918,,-73.536163,45.582566
3064845,Pataugeoire,Parc Trenholme,Côte-des-Neiges–Notre-Dame-de-Grâce,"6 800, Rue Sherbrooke Ouest",Municipale,Municipale,"294507,4011",5035648762,,-73.631616,45.460685
1013876,Pataugeoire,Parc curé Albert-Arnold,Le Sud-Ouest,"6 855, Rue Hamilton",Municipale,Municipale,"297320,3666",5034424653,,-73.595628,45.449707
4046808,Piscine extérieure,Parc Riverside,LaSalle,"625, 35e Avenue",Municipale,Privé,"295940,2001",5031131875,,-73.613211,45.420058
4047994,Jeu d'eau,Parc Riverside,LaSalle,"625, 35e Avenue",Municipale,Privé,"296057,9861",5031171949,,-73.611717,45.42042
3065833,Jeu d'eau,Parc Benny,Côte-des-Neiges–Notre-Dame-de-Grâce,"6445, avenue Monkland",Municipale,Municipale,"294423,0373",5036292024,,-73.632704,45.466479
5088238,Piscine extérieure,Parc Dixie,Lachine,"695, 54e Avenue",Municipale,OBNL,"287744,8847",5033783241,,-73.718029,45.44377
2060321,Pataugeoire,Parc Bélair,Villeray–Saint-Michel–Parc-Extension,"7 035, 2e Avenue",Municipale,Municipale,"297190,0184",5046106651,,-73.597471,45.554825
5018645,Piscine extérieure,Parc Lucie-Bruneau,Anjou,"7 051, Avenue de l’Alsace",Municipale,Privé,"298272,3381",5051460248,,-73.583684,45.603013
5018645,Pataugeoire,Parc Lucie-Bruneau,Anjou,"7 051, Avenue de l’Alsace",Municipale,Privé,"298272,3381",5051460248,,-73.583684,45.603013
3066567,Pataugeoire,Parc Loyola,Côte-des-Neiges–Notre-Dame-de-Grâce,"7 069, Avenue Somerland",Municipale,Municipale,"293385,1183","5035738,34",,-73.645965,45.461477
5068257,Piscine extérieure,Parc des Roseraies,Anjou,"7 070, Avenue de la Nantaise",Municipale,Privé,"300500,6874",5050386914,,-73.555113,45.593366
3044179,Piscine intérieure,Bain St-Denis,Rosemont–La Petite-Patrie,"7 075, Rue Saint-Hubert",Municipale,Municipale,"296061,2442",5044501726,Piscine récréative,-73.611903,45.540369
2087210,Piscine extérieure,Parc G. Garibaldi,Saint-Léonard,"7 125, Rue Liénart",Municipale,Privé,"299217,3232",5049704338,,-73.57155,45.58722
2087210,Jeu d'eau,Parc G. Garibaldi,Saint-Léonard,"7 125, Rue Liénart",Municipale,Privé,"299217,3232",5049704338,,-73.57155,45.58722
3013747,Pataugeoire,Parc Turin,Villeray–Saint-Michel–Parc-Extension,"7 205, Rue Chambort",Municipale,Municipale,"296158,1454","5045059,33",,-73.610671,45.545391
3014811,Piscine intérieure,Patro Le Prévost,Villeray–Saint-Michel–Parc-Extension,"7 355, Avenue Christophe-Colomb",Municipale,OBNL,"295932,0012",5044873002,Piscine récréative,-73.613562,45.543715
3014194,Pataugeoire,Parc De Normanville,Villeray–Saint-Michel–Parc-Extension,"7 480, Rue De Normanville",Municipale,Municipale,"295760,9641",5045092753,,-73.615768,45.545683
5010387,Piscine extérieure,Parc Roger-Rousseau,Anjou,"7 501, Avenue Rondeau",Municipale,Privé,"300901,7124",5052992126,,-73.549995,45.616818
5010387,Pataugeoire,Parc Roger-Rousseau,Anjou,"7 501, Avenue Rondeau",Municipale,Privé,"300901,7124",5052992126,,-73.549995,45.616818
5010387,Jeu d'eau,Parc Roger Rousseau,Anjou,"7 501, Avenue Rondeau",Municipale,Privé,"300901,7124",5052992126,,-73.549995,45.616818
2062331,Piscine extérieure,Parc François-Perrault,Villeray–Saint-Michel–Parc-Extension,"7 525, Rue François-Perrault",Municipale,Municipale,"296911,0355",5046969854,,-73.601059,45.562587
4048051,Piscine extérieure,Parc Leroux,LaSalle,"7 540, Rue Centrale",Municipale,Privé,297331444,5032712678,,-73.595461,45.434301
4048051,Jeu d'eau,Parc Leroux,LaSalle,"7 540, Rue Centrale",Municipale,Privé,297331444,5032712678,,-73.595461,45.434301
2085259,Piscine extérieure,Parc Ladauversière,Saint-Léonard,"7 560, Boulevard Lacordaire",Municipale,Privé,"298302,2547",5049070747,,-73.583268,45.581507
2085259,Pataugeoire,Parc Ladauversière,Saint-Léonard,"7 560, Boulevard Lacordaire",Municipale,Privé,"298302,2547",5049070747,,-73.583268,45.581507
2062331,Pataugeoire,Parc François-Perrault,Villeray–Saint-Michel–Parc-Extension,"7 601, Rue François-Perrault",Municipale,Municipale,"297023,1631",5046904408,,-73.599623,45.562003
2082478,Piscine extérieure,Parc Hébert,Saint-Léonard,"7 655, Rue Colbert",Municipale,Privé,"297567,1893",5048112095,,-73.592672,45.572879
2011794,Pataugeoire,Parc Nicolas-Tillemont,Villeray–Saint-Michel–Parc-Extension,"7 833, Avenue Des Érables",Municipale,Municipale,"296042,1988",5046117172,,-73.612175,45.55491
3123106,Pataugeoire,Parc Jarry,Villeray–Saint-Michel–Parc-Extension,"7 920, Boulevard Saint-Laurent",Municipale,Municipale,"294848,0731",5043953133,,-73.627424,45.535422
4040258,Jeu d'eau,Parc Gohier,Saint-Laurent,"730, Rue Buchanam",Municipale,Municipale,"290623,8945",5040922751,,-73.681433,45.508075
0,Jeux d'eau,Jeux d'eau de l'Estre,Villeray–Saint-Michel–Parc-Extension,7930 ave Bloomfield,,,"294379,3377",5043391829,,-73.633417,45.530358
2006464,Jeu d'eau,Parc Liébert,Mercier–Hochelaga-Maisonneuve,"8 055, Avenue Pierre-de-Coubertin",Municipale,Municipale,"302664,8484",5050703095,,-73.527379,45.596228
5075187,Pataugeoire,Parc Talcy,Anjou,"8 151, Avenue Talcy",Municipale,Privé,300118683,5051922993,,-73.560024,45.607185
5075187,Jeu d'eau,Parc Talcy,Anjou,"8 151, Avenue Talcy",Municipale,Privé,300118683,5051922993,,-73.560024,45.607185
3012132,Piscine intérieure,Joseph-Charbonneau,Villeray–Saint-Michel–Parc-Extension,"8 200, Rue Rousselot",Municipale,Municipale,"295181,1815",5045689471,Piscine compétitive,-73.623195,45.551048
5031157,Pataugeoire,Parc André-Laurendeau,Anjou,"8 361, Avenue André-Laurendeau",Municipale,Privé,299359252,5051600462,,-73.569751,45.604282
2032190,Jeu d'eau,Parc Peterborough,Anjou,"8 400,Boulevard Châteauneuf",Municipale,Privé,"300466,8693",5052322791,,-73.555566,45.610786
2031382,Piscine extérieure,Parc Verdelle,Anjou,"8 441, Place Verdelles",Municipale,Privé,"300932,7921",5052058066,,-73.54959,45.608413
2031382,Pataugeoire,Parc Verdelle,Anjou,"8 441, Place Verdelles",Municipale,Privé,"300932,7921",5052058066,,-73.54959,45.608413
5101787,Piscine intérieure,Georges-Vernot,Villeray–Saint-Michel–Parc-Extension,"8 475, 13e Avenue",Municipale,Municipale,"295862,3359",5047623838,Piscine compétitive,-73.614508,45.568459
4033627,Piscine extérieure,Parc Lefebvre,LaSalle,"8 600, Rue Hardy",Municipale,Privé,"294205,3476",5032846791,,-73.635418,45.435467
4033627,Jeu d'eau,Parc Lefebvre,LaSalle,"8 600, Rue Hardy",Municipale,Privé,"294205,3476",5032846791,,-73.635418,45.435467
2026106,Pataugeoire,Parc Sainte-Yvette,Villeray–Saint-Michel–Parc-Extension,"8 950, 10e Avenue",Municipale,Municipale,"294969,3317",5047770472,,-73.625952,45.56977
4098279,Piscine extérieure,Parc Chamberland,Saint-Laurent,"800, Rue Dorais",Municipale,Municipale,"289960,7379",5040358736,,-73.689901,45.502986
4098279,Pataugeoire,Parc Chamberland,Saint-Laurent,"800, Rue Dorais",Municipale,Municipale,"290045,9183",5040313592,,-73.688812,45.502583
1048235,Jeu d'eau,Parc Willibrord,Verdun,"800, Rue Willibrord",Municipale,Municipale,"299023,4547",5035467584,,-73.573868,45.459108
5096175,Pataugeoire,Parc Campbell-Centre,Le Sud-Ouest,"810, Rue Chatham",Municipale,Municipale,"299000,1862",5038804066,,-73.574202,45.489136
5016546,Piscine extérieure,Parc St-Laurent,Saint-Laurent,"845, Rue Poirier",Municipale,Municipale,"290176,1758","5042982,52",,-73.687215,45.526602
5016546,Pataugeoire,Parc St-Laurent,Saint-Laurent,"845, Rue Poirier",Municipale,Municipale,"290219,2815",5043106542,,-73.686668,45.527719
5016546,Jeu d'eau,Parc St-Laurent,Saint-Laurent,"845, rue Poirier",Municipale,Municipale,"290047,9639",5043021643,,-73.688868,45.52695
4034718,Piscine extérieure,Parc Decelles,Saint-Laurent,"845, Rue Roy",Municipale,Municipale,"290861,7018",5041517458,,-73.678404,45.513433
4034718,Pataugeoire,Parc Decelles,Saint-Laurent,"845, Rue Roy",Municipale,Municipale,"290959,0237",5041513418,,-73.67715,45.513399
4034718,Jeu d'eau,Parc Decelles,Saint-Laurent,"845, Rue Roy",Municipale,Municipale,"290899,1574","5041637,99",,-73.677921,45.514514
0,Jeux d'eau,Jeux d'eau Howard,Villeray–Saint-Michel–Parc-Extension,8505 ave de l'Épée,,,"293711,9497",5043791028,,-73.641979,45.533947
3036307,Piscine extérieure,Parc John-F-Kennedy,Outremont,"860, Avenue Outremont",Municipale,Privé,295743057,5042393953,,-73.615936,45.521396
3036307,Pataugeoire,Parc John-F.-Kennedy,Outremont,"860, Avenue Outremont",Municipale,Privé,295743057,5042393953,,-73.615936,45.521396
0,Jeux d'eau,Jeux d'eau Saint-Alphonse,Ahuntsic-Cartierville,8888 de Châteaubrian,,,"293997,7952",5045460699,,-73.638354,45.54897
2020378,Piscine extérieure,Parc Sainte-Lucie,Villeray–Saint-Michel–Parc-Extension,"9 093, 16e Avenue",Municipale,Municipale,"294906,5867",5048430506,,-73.626772,45.575708
2020378,Pataugeoire,Parc Ste-Lucie,Villeray–Saint-Michel–Parc-Extension,"9 093, 16e Avenue",Municipale,Municipale,"294992,0311",5048352828,,-73.625669,45.575007
5032287,Pataugeoire,Parc Saint-Victor,Mercier–Hochelaga-Maisonneuve,"9 175, Rue Hochelaga",Municipale,Municipale,303417491,5051955176,,-73.517731,45.607496
2050446,Piscine extérieure,Parc L.-O.-Taillon,Mercier–Hochelaga-Maisonneuve,"9 200, Rue Notre-Dame Est",Municipale,Municipale,"303925,6699",5051785999,Rénovation majeure en 2011,-73.511217,45.605967
4024539,Jeu d'eau,Parc Dalmany,LaSalle,"9 650, Rue Dalmany",Municipale,Privé,292358483,5032163485,,-73.659007,45.42929
5089791,Jeu d'eau,Parc Duquette,Verdun,"900, Rue Bannantyne",Municipale,Municipale,"298946,1185",5036228968,,-73.574862,45.465955
4030630,Jeu d'eau,Parc Poirier,Saint-Laurent,"900, Rue Trudeau",Municipale,Municipale,"292095,1389",5041611817,,-73.662613,45.514303
0,Pataugeoire,Pataugeoire henri-Julien,Ahuntsic-Cartierville,9300 rue St-Denis,,,"293201,5025","5045269,24",,-73.648544,45.547238
1017231,Piscine intérieure,Bain Lévesque,Le Plateau-Mont-Royal,"955, Rue Marie-Anne Est",Municipale,Municipale,"298715,0666",5042928684,Piscine récréative,-73.577899,45.526243
0,Pataugeoire,Pataugeoire St-Paul de la Croix,Ahuntsic-Cartierville,9900 rue Hamel,,,"292963,1673",5046779026,,-73.651628,45.560821
3064583,Pataugeoire,Parc Georges-Saint-Pierre,Côte-des-Neiges–Notre-Dame-de-Grâce,"999, Avenue d’Oxford",Municipale,Municipale,"296381,6749",5036531357,,-73.607669,45.468656
4123964,Jeu d'eau,Parc Père-Marquette,LaSalle,Angle des rues Bouvier et Louis-Joliet,Municipale,Privé,"295769,5011","5032318,57",,-73.615418,45.430737
4027481,Jeu d'eau,Parc Jeannotte,LaSalle,Angle des rues Clément et Trudeau,Municipale,Privé,"293881,1969",5032504888,,-73.639551,45.432384
2063743,Jeu d'eau,Parc Hochelaga,Mercier–Hochelaga-Maisonneuve,Angle Lafontaine et Davidson,Municipale,Municipale,"301319,5393",5044694075,,-73.544576,45.542152
1022387,Jeu d'eau,Parc des Royaux,Ville-Marie,Ave. De Lorimier/De Rouen,Municipale,Municipale,"300143,9394",5043327453,,-73.559622,45.529844
3066686,Pataugeoire,Parc de la Confédération,Côte-des-Neiges–Notre-Dame-de-Grâce,Avenue Biemans,Municipale,Municipale,"293982,2718",5036902453,,-73.638357,45.471961
3066686,Jeu d'eau,Parc de la Confédération,Côte-des-Neiges–Notre-Dame-de-Grâce,Avenue Biemans,Municipale,Municipale,"293982,2718",5036902453,,-73.638357,45.471961
1031761,Jeu d'eau,Parc Alphonse-Télesphore-Lépine,Le Plateau-Mont-Royal,Avenue De Gaspé,Municipale,Municipale,"297567,4615","5042885,79",,-73.592595,45.525845
5082525,Jeu d'eau,Parc Howard,Villeray–Saint-Michel–Parc-Extension,Avenue de l’Épée,Municipale,Municipale,"273689,5099","5041122,18",,-73.898158,45.509324
1129831,Pataugeoire,Parc Ignace-Bourget,Le Sud-Ouest,Avenue de Montmagny,Municipale,Municipale,"296402,7493",5035017941,,-73.607374,45.455032
5078319,Jeu d'eau,Parc Jean-Duceppe,Rosemont–La Petite-Patrie,Avenue du Mont-Royal Est / Rue André-Laurendeau,Municipale,Municipale,"299647,0029",5044844499,,-73.565988,45.543491
2064032,Jeu d'eau,Parc Jacques-Blanchet,Mercier–Hochelaga-Maisonneuve,Avenue Jeanne-d’Arc,Municipale,Municipale,"301598,8934",5045446757,,-73.541008,45.54892
5016060,Jeu d'eau,Parc Laurier-Charlemagne,Rosemont–La Petite-Patrie,Avenue Laurier / Avenue Charlemagne,Municipale,Municipale,"299564,6599",5046329973,,-73.567067,45.556853
5091157,Jeu d'eau,Parc Saint-Michel,Le Plateau-Mont-Royal,Avenue Laurier Est et rue Saint-Dominique,Municipale,Municipale,"297543,4176",5042694682,,-73.592899,45.524126
3039080,Jeu d'eau,Parc Notre-Dame-de-Grâce,Côte-des-Neiges–Notre-Dame-de-Grâce,Avenue Marcil,Municipale,Municipale,"295866,3776",5036993461,,-73.614263,45.472807
2151127,Jeu d'eau,Parc Pierre-Blanchet,Rivière-des-Prairies–Pointe-aux-Trembles,Avenue Pierre-Blanchet,Municipale,Municipale,"296700,2167",5054264739,,-73.603883,45.628227
5073228,Jeu d'eau,Parc L’orée du Fleuve,Verdun,Chemin de la Pointe-Sud,Municipale,Municipale,"299428,7771",5034263288,,-73.568677,45.448277
0,Jeux d'eau,Jeux d'eau des Hirondelles,Ahuntsic-Cartierville,Fleury/Larose,,,"293816,6621",5048456998,,-73.640739,45.575926
5102653,Jeu d'eau,Ovila-Légaré,Villeray–Saint-Michel–Parc-Extension,Rue 51e,Municipale,Municipale,"295162,0372",5049044645,,-73.623504,45.581237
1107076,Jeu d'eau,Parc des Joyeux-Vikings,Ville-Marie,Rue Beaudry,Municipale,Municipale,"300122,9639",5042331187,,-73.559881,45.520882
4143045,Jeu d'eau,Parc Ménard,LaSalle,Rue Bergevin,Municipale,Privé,"292815,8028",5032646392,,-73.653179,45.433645
4034363,Jeu d'eau,Parc Lawrence,LaSalle,Rue Beyries,Municipale,Privé,"294879,0621",5030918425,,-73.626764,45.418127
5169307,Jeu d'eau,Parc Champdoré,Villeray–Saint-Michel–Parc-Extension,Rue Champdoré,Municipale,Municipale,"294208,4243",5047640399,,-73.635699,45.568589
5073473,Jeu d'eau,Parc Clark,Le Plateau-Mont-Royal,Rue Clark,Municipale,Municipale,"296612,4463",5043057287,,-73.604823,45.527382
4042795,Jeu d'eau,Parc J.D. Ducharme,LaSalle,Rue Daoust,Municipale,Privé,"295124,6393","5032004,81",,-73.623655,45.427903
5036992,Jeu d'eau,Parc de L’Épervière,Verdun,Rue de la Vigne,Municipale,Municipale,"301121,4972",5036178403,,-73.547047,45.46552
4037363,Jeu d'eau,Parc Boivin,LaSalle,Rue de Matane,Municipale,Privé,"294351,4089",5031023475,,-73.633513,45.419065
5036733,Jeu d'eau,Parc des Faubourgs,Ville-Marie,Rue Dorion,Municipale,Municipale,"300366,0914",5042959867,,-73.556764,45.526534
1001870,Jeu d'eau,Parc Gilles-Lefebvre,Le Plateau-Mont-Royal,Rue Drolet,Municipale,Municipale,"298225,4216",5042609564,,-73.584168,45.523368
5019871,Jeu d'eau,Parc Joanette,Verdun,Rue Hickson / Rue Ethel,Municipale,Municipale,299446643,5036102175,,-73.568466,45.464826
2099605,Jeu d'eau,Parc Victoria-Girard,Rivière-des-Prairies–Pointe-aux-Trembles,Rue Jean-Leduc,Municipale,Municipale,"304230,3133",5057183641,,-73.507314,45.65454
5108885,Jeu d'eau,Parc Dollard-Morin,Rivière-des-Prairies–Pointe-aux-Trembles,Rue La Valinière,Municipale,Municipale,"297494,9257",5054152178,,-73.593698,45.627228
4038155,Jeu d'eau,Parc J.O.R.-Leduc,LaSalle,Rue Paquette,Municipale,Privé,"294415,6633",5032014401,,-73.632716,45.427983
1110307,Jeu d'eau,Parc Persillier-Lachapelle,Ville-Marie,Rue Plessis,Municipale,Municipale,"299973,1167",5042744577,,-73.561793,45.524597
3010833,Jeu d'eau,Parc Saint-Édouard,Rosemont–La Petite-Patrie,Rue Saint-André / Rue Saint-Zotique Est,Municipale,Municipale,"296465,3211",5044312278,,-73.606727,45.538673
5072912,Jeu d'eau,Parc Marie-Coron,Rivière-des-Prairies–Pointe-aux-Trembles,Rue Victor-E.-Beaupré,Municipale,Municipale,"304818,6907",5057746325,,-73.499769,45.659606
5068368,Jeu d'eau,Parc Marcelle-Barthe,Ville-Marie,Rue Wolfe,Municipale,Municipale,"300011,0177",5042269521,,-73.561301,45.520323
0,Jeux d'eau,Jeux d'eau St-Benoit,Ahuntsic-Cartierville,Sauvé Ouest/Meilleur,,,"291809,7388",5044552941,,-73.666351,45.540762
0,Piscine intérieure,Piscine Émile-Legault,Saint-Laurent,,,,"288903,4849","5040706,59",,-73.703438,45.506094
0,Piscine intérieure,Piscine Jonh F. Kennedy,Villeray–Saint-Michel–Parc-Extension,,,,"296710,4364",5046654674,,-73.603628,45.55975
